"","image1","image2","score"
"160","s01d1.png","s19d2.png","32.7727736370523"
"161","s01d1.png","s19d20.png","44.3515570782485"
"162","s01d1.png","s19d21.png","31.3278058439477"
"163","s01d1.png","s19d22.png","26.5446598409847"
"164","s01d1.png","s19d23.png","38.3124663984033"
"165","s01d1.png","s19d25.png","48.98694056767"
"166","s01d1.png","s19d26.png","12.2276839423841"
"167","s01d1.png","s19d3.png","40.7410580948214"
"168","s01d1.png","s20d1.png","47.1805752142518"
"169","s01d1.png","s20d10.png","50.7894299381325"
"170","s01d1.png","s20d2.png","46.6364800570563"
"171","s01d1.png","s20d24.png","26.5185226731294"
"172","s01d1.png","s20d3.png","46.5557012287954"
"173","s01d1.png","s20d4.png","28.0284313075488"
"174","s01d1.png","s20d5.png","61.5249308426125"
"175","s01d1.png","s20d6.png","39.7296888928737"
"176","s01d1.png","s20d7.png","44.3031057753808"
"177","s01d1.png","s20d8.png","42.9595399688466"
"178","s01d1.png","s20d9.png","30.7576880967831"
"179","s01d1.png","s22d1.png","43.4241978087734"
"180","s01d1.png","s22d10.png","38.0765597955061"
"181","s01d1.png","s22d2.png","37.1446359950044"
"182","s01d1.png","s22d3.png","48.5440878251945"
"183","s01d1.png","s22d4.png","25.0799300464304"
"184","s01d1.png","s22d5.png","42.6606350950648"
"185","s01d1.png","s22d6.png","41.9791398001106"
"186","s01d1.png","s22d7.png","30.0017778634421"
"187","s01d1.png","s22d8.png","27.8439601316364"
"188","s01d1.png","s22d9.png","35.1392413233739"
"189","s01d1.png","s23d1.png","35.9347438890959"
"190","s01d1.png","s23d2.png","31.3577883341611"
"191","s01d1.png","s23d3.png","36.7012333877776"
"192","s01d1.png","s23d4.png","25.6153714020402"
"193","s01d1.png","s23d5.png","31.4677782965153"
"194","s01d1.png","s23d6.png","39.5072577531421"
"195","s01d1.png","s23d7.png","44.7491171498152"
"196","s01d1.png","s23d8.png","36.3491220294768"
"197","s01d1.png","s23d9.png","33.0046351613798"
"198","s01d1.png","s24d1.png","40.8036995790708"
"199","s01d1.png","s24d10.png","27.7038486118656"
"200","s01d1.png","s24d11.png","33.1105397913589"
"201","s01d1.png","s24d12.png","44.9879871220076"
"202","s01d1.png","s24d13.png","22.625593282374"
"203","s01d1.png","s24d2.png","30.6740405404932"
"204","s01d1.png","s24d3.png","45.998323257022"
"205","s01d1.png","s24d5.png","35.6191709360435"
"206","s01d1.png","s24d6.png","35.7797009941821"
"207","s01d1.png","s24d7.png","32.9846709746352"
"208","s01d1.png","s24d8.png","45.998323257022"
"209","s01d1.png","s24d9.png","27.2852471000153"
"210","s01d1.png","s25d1.png","37.0508205400143"
"211","s01d1.png","s25d2.png","49.1760145304857"
"212","s01d1.png","s25d3.png","38.8365857816011"
"213","s01d1.png","s25d4.png","57.8867364666947"
"214","s01d1.png","s25d5.png","50.6132060709413"
"215","s01d1.png","s25d6.png","32.5645107766128"
"216","s01d1.png","s25d7.png","31.6872594292012"
"217","s01d1.png","s25d8.png","21.1028283613584"
"218","s01d1.png","s25d9.png","42.8577194045394"
"219","s01d1.png","s26d1.png","35.7597667694712"
"220","s01d1.png","s26d10.png","37.2804872411183"
"221","s01d1.png","s26d11.png","44.1082156351342"
"222","s01d1.png","s26d2.png","62.6372152109049"
"223","s01d1.png","s26d3.png","41.679595347393"
"224","s01d1.png","s26d4.png","26.749505094835"
"225","s01d1.png","s26d5.png","53.8585878830479"
"226","s01d1.png","s26d6.png","40.983855512188"
"227","s01d1.png","s26d7.png","45.5850593665078"
"228","s01d1.png","s26d8.png","40.4916968115099"
"229","s01d1.png","s26d9.png","44.6787957090253"
"230","s01d10.png","s01d2.png","62.8210691624303"
"231","s01d10.png","s01d3.png","37.6604995829918"
"232","s01d10.png","s01d4.png","56.0677708522151"
"233","s01d10.png","s01d5.png","29.915356075409"
"234","s01d10.png","s01d6.png","27.3083966786338"
"235","s01d10.png","s01d7.png","45.3625692136715"
"236","s01d10.png","s01d8.png","55.1344305423333"
"237","s01d10.png","s01d9.png","33.7015689881475"
"238","s01d10.png","s02d1.png","78.5255619632347"
"239","s01d10.png","s02d11.png","33.3441270469702"
"240","s01d10.png","s02d2.png","34.19805437818"
"241","s01d10.png","s02d3.png","79.4965904386942"
"242","s01d10.png","s02d4.png","84.1437204659075"
"243","s01d10.png","s02d5.png","70.3268675460941"
"244","s01d10.png","s02d6.png","78.8031112203272"
"245","s01d10.png","s02d7.png","37.0963897089947"
"246","s01d10.png","s02d8.png","66.6376881982452"
"247","s01d10.png","s02d9.png","66.0577231972728"
"248","s01d10.png","s03d1.png","49.6713939138525"
"249","s01d10.png","s03d2.png","53.6316986904066"
"250","s01d10.png","s03d3.png","50.818102164509"
"251","s01d10.png","s03d4.png","39.9250430362865"
"252","s01d10.png","s03d5.png","43.8227916173551"
"253","s01d10.png","s03d6.png","48.9484251336266"
"254","s01d10.png","s03d7.png","51.4432522331468"
"255","s01d10.png","s03d8.png","58.6210208999098"
"256","s01d10.png","s04d1.png","60.5706703391426"
"257","s01d10.png","s04d10.png","69.5373921144563"
"258","s01d10.png","s04d2.png","79.7150982215892"
"259","s01d10.png","s04d3.png","61.5590574571632"
"260","s01d10.png","s04d4.png","66.4316718354288"
"261","s01d10.png","s04d5.png","34.0061421949017"
"262","s01d10.png","s04d6.png","16.7501867571512"
"263","s01d10.png","s04d7.png","46.6784997547126"
"264","s01d10.png","s04d8.png","44.3460980141703"
"265","s01d10.png","s04d9.png","85.3392801827157"
"266","s01d10.png","s05d1.png","49.7137205329585"
"267","s01d10.png","s05d10.png","68.7941730926481"
"268","s01d10.png","s05d2.png","65.1452168228947"
"269","s01d10.png","s05d3.png","50.7793335910735"
"270","s01d10.png","s05d4.png","47.3758755184007"
"271","s01d10.png","s05d5.png","83.1141370795012"
"272","s01d10.png","s05d6.png","57.6576950384921"
"273","s01d10.png","s05d7.png","62.6973273516537"
"274","s01d10.png","s05d8.png","65.6440968263316"
"275","s01d10.png","s05d9.png","71.157199789165"
"276","s01d10.png","s06d1.png","29.5533146567884"
"277","s01d10.png","s06d10.png","44.8694834532427"
"278","s01d10.png","s06d2.png","27.9020962320776"
"279","s01d10.png","s06d3.png","23.3632370489359"
"280","s01d10.png","s06d4.png","45.8025901304628"
"281","s01d10.png","s06d5.png","39.3391983444863"
"282","s01d10.png","s06d6.png","52.9149760807862"
"283","s01d10.png","s06d7.png","47.0128727473701"
"284","s01d10.png","s06d8.png","40.5721764036675"
"285","s01d10.png","s06d9.png","39.6764409249839"
"286","s01d10.png","s07d11.png","31.8452375406772"
"287","s01d10.png","s07d2.png","34.3904533986509"
"288","s01d10.png","s07d20.png","38.3329331456967"
"289","s01d10.png","s07d21.png","14.8784596981631"
"290","s01d10.png","s07d3.png","50.9140814305751"
"291","s01d10.png","s07d4.png","23.4043609556258"
"292","s01d10.png","s07d5.png","41.3953286662161"
"293","s01d10.png","s08d1.png","29.4650015554832"
"294","s01d10.png","s08d2.png","43.3334242711343"
"295","s01d10.png","s08d3.png","77.0230402583587"
"296","s01d10.png","s08d4.png","60.0607538648249"
"297","s01d10.png","s08d5.png","35.3448303462915"
"298","s01d10.png","s08d6.png","51.9413407277093"
"299","s01d10.png","s08d7.png","40.1884633300394"
"300","s01d10.png","s08d8.png","43.8266853593432"
"301","s01d10.png","s08d9.png","37.5884080693595"
"302","s01d10.png","s09d1.png","17.5116516274678"
"303","s01d10.png","s09d10.png","33.4049703994134"
"304","s01d10.png","s09d11.png","72.3975210377882"
"305","s01d10.png","s09d2.png","36.0268996885251"
"306","s01d10.png","s09d3.png","29.4384666761799"
"307","s01d10.png","s09d4.png","45.7078101775706"
"308","s01d10.png","s09d5.png","56.9936605865796"
"309","s01d10.png","s09d6.png","16.4503697736569"
"310","s01d10.png","s09d7.png","54.8629365682176"
"311","s01d10.png","s09d8.png","28.6635225424077"
"312","s01d10.png","s09d9.png","71.1904950209316"
"313","s01d10.png","s10d1.png","36.2688151027242"
"314","s01d10.png","s10d2.png","59.1706407049292"
"315","s01d10.png","s10d3.png","70.9098347821793"
"316","s01d10.png","s10d4.png","50.6001994155133"
"317","s01d10.png","s10d5.png","61.8458225097129"
"318","s01d10.png","s10d6.png","75.8634391254713"
"319","s01d10.png","s10d7.png","83.5500934825807"
"320","s01d10.png","s10d8.png","26.7446170326693"
"321","s01d10.png","s10d9.png","74.0206002058143"
"322","s01d10.png","s11d1.png","27.6824634719883"
"323","s01d10.png","s11d11.png","34.0628350158012"
"324","s01d10.png","s11d12.png","48.6751190813469"
"325","s01d10.png","s11d13.png","46.5415811690672"
"326","s01d10.png","s11d15.png","31.4462473237706"
"327","s01d10.png","s11d2.png","24.1967829835516"
"328","s01d10.png","s11d3.png","48.0503229403874"
"329","s01d10.png","s11d4.png","66.5352112152838"
"330","s01d10.png","s11d5.png","80.3988986381369"
"331","s01d10.png","s12d1.png","70.6911350043663"
"332","s01d10.png","s12d10.png","55.0570831215969"
"333","s01d10.png","s12d11.png","63.2830630606255"
"334","s01d10.png","s12d2.png","42.4684441433403"
"335","s01d10.png","s12d3.png","64.4439939370031"
"336","s01d10.png","s12d4.png","45.2193047824196"
"337","s01d10.png","s12d6.png","60.2759387547221"
"338","s01d10.png","s12d7.png","40.9412269835449"
"339","s01d10.png","s12d8.png","44.0176331634939"
"340","s01d10.png","s12d9.png","61.997696237939"
"341","s01d10.png","s13d1.png","57.9586867626674"
"342","s01d10.png","s13d2.png","47.7204551304991"
"343","s01d10.png","s13d3.png","33.5650919287323"
"344","s01d10.png","s13d4.png","67.5320203222095"
"345","s01d10.png","s13d5.png","70.1502530903924"
"346","s01d10.png","s13d6.png","63.4520862157736"
"347","s01d10.png","s13d7.png","40.2320535713885"
"348","s01d10.png","s13d8.png","77.8228919739519"
"349","s01d10.png","s13d9.png","36.8967089007003"
"350","s01d10.png","s15d1.png","43.9046024070971"
"351","s01d10.png","s15d10.png","33.4384009724187"
"352","s01d10.png","s15d11.png","68.8681213913976"
"353","s01d10.png","s15d2.png","41.6413173232119"
"354","s01d10.png","s15d3.png","28.5306284324524"
"355","s01d10.png","s15d4.png","53.8334429892058"
"356","s01d10.png","s15d5.png","49.2284524071886"
"357","s01d10.png","s15d6.png","46.6689830718643"
"358","s01d10.png","s15d7.png","32.6601834235116"
"359","s01d10.png","s15d8.png","30.058900033705"
"360","s01d10.png","s15d9.png","32.0385386817615"
"361","s01d10.png","s16d1.png","69.2216345985051"
"362","s01d10.png","s16d2.png","39.0218340329725"
"363","s01d10.png","s16d3.png","18.3265908266146"
"364","s01d10.png","s16d4.png","78.5201191962385"
"365","s01d10.png","s16d5.png","80.4381356006277"
"366","s01d10.png","s16d6.png","31.0069375993375"
"367","s01d10.png","s16d7.png","38.542502908684"
"368","s01d10.png","s16d8.png","53.7193372732709"
"369","s01d10.png","s17d1.png","36.8195895611958"
"370","s01d10.png","s17d2.png","61.89666311772"
"371","s01d10.png","s17d3.png","66.1707469704364"
"372","s01d10.png","s17d4.png","80.2247491707859"
"373","s01d10.png","s17d5.png","32.6400502388036"
"374","s01d10.png","s17d6.png","45.6036843565679"
"375","s01d10.png","s17d7.png","70.2368743991156"
"376","s01d10.png","s17d8.png","27.7404394406668"
"377","s01d10.png","s17d9.png","61.4504650145072"
"378","s01d10.png","s18d1.png","81.1305443962383"
"379","s01d10.png","s18d10.png","59.1237939025553"
"380","s01d10.png","s18d2.png","33.1379427417036"
"381","s01d10.png","s18d20.png","16.5688493673593"
"382","s01d10.png","s18d21.png","52.413640647296"
"383","s01d10.png","s18d3.png","28.0813850542597"
"384","s01d10.png","s18d4.png","70.6365375933544"
"385","s01d10.png","s18d5.png","32.086138433174"
"386","s01d10.png","s19d10.png","56.5936927988928"
"387","s01d10.png","s19d2.png","66.1693285087094"
"388","s01d10.png","s19d20.png","26.6585937735835"
"389","s01d10.png","s19d21.png","18.3985499451831"
"390","s01d10.png","s19d22.png","27.2264609510052"
"391","s01d10.png","s19d23.png","42.9915849605824"
"392","s01d10.png","s19d25.png","55.849968748872"
"393","s01d10.png","s19d26.png","41.9060362628979"
"394","s01d10.png","s19d3.png","41.9216057689393"
"395","s01d10.png","s20d1.png","44.5705189523566"
"396","s01d10.png","s20d10.png","44.9189562566121"
"397","s01d10.png","s20d2.png","71.0611251509938"
"398","s01d10.png","s20d24.png","22.923553154169"
"399","s01d10.png","s20d3.png","63.666560956005"
"400","s01d10.png","s20d4.png","48.4201841321745"
"401","s01d10.png","s20d5.png","74.1375473233835"
"402","s01d10.png","s20d6.png","49.7447763092828"
"403","s01d10.png","s20d7.png","46.3367280801706"
"404","s01d10.png","s20d8.png","40.8677746604376"
"405","s01d10.png","s20d9.png","42.2657309479786"
"406","s01d10.png","s22d1.png","56.396417360605"
"407","s01d10.png","s22d10.png","37.9272873841793"
"408","s01d10.png","s22d2.png","52.8302598686357"
"409","s01d10.png","s22d3.png","42.1081827464239"
"410","s01d10.png","s22d4.png","28.8201490624721"
"411","s01d10.png","s22d5.png","58.4436266653068"
"412","s01d10.png","s22d6.png","50.1165897792166"
"413","s01d10.png","s22d7.png","51.5123502310319"
"414","s01d10.png","s22d8.png","45.9036117939962"
"415","s01d10.png","s22d9.png","56.7177910571577"
"416","s01d10.png","s23d1.png","45.1888032695804"
"417","s01d10.png","s23d2.png","54.1996280128518"
"418","s01d10.png","s23d3.png","65.0827747511867"
"419","s01d10.png","s23d4.png","44.1821634715128"
"420","s01d10.png","s23d5.png","42.4959945582922"
"421","s01d10.png","s23d6.png","64.3802037203415"
"422","s01d10.png","s23d7.png","71.5607574394858"
"423","s01d10.png","s23d8.png","69.1362882794749"
"424","s01d10.png","s23d9.png","47.2378335707905"
"425","s01d10.png","s24d1.png","56.148689670381"
"426","s01d10.png","s24d10.png","54.6261153158717"
"427","s01d10.png","s24d11.png","65.0802424565967"
"428","s01d10.png","s24d12.png","74.439833672209"
"429","s01d10.png","s24d13.png","48.1294956457147"
"430","s01d10.png","s24d2.png","59.8623619981627"
"431","s01d10.png","s24d3.png","75.1125987761532"
"432","s01d10.png","s24d5.png","62.9991141566006"
"433","s01d10.png","s24d6.png","60.8020931091782"
"434","s01d10.png","s24d7.png","61.7456034211985"
"435","s01d10.png","s24d8.png","75.1125987761532"
"436","s01d10.png","s24d9.png","51.0455466790429"
"437","s01d10.png","s25d1.png","31.0981501198165"
"438","s01d10.png","s25d2.png","26.5103380917537"
"439","s01d10.png","s25d3.png","32.6291755137009"
"440","s01d10.png","s25d4.png","33.5621532132598"
"441","s01d10.png","s25d5.png","24.7473830763544"
"442","s01d10.png","s25d6.png","43.9491403207179"
"443","s01d10.png","s25d7.png","25.7272895959049"
"444","s01d10.png","s25d8.png","27.5066205520852"
"445","s01d10.png","s25d9.png","27.0147868629065"
"446","s01d10.png","s26d1.png","51.7208500934655"
"447","s01d10.png","s26d10.png","63.6358306993382"
"448","s01d10.png","s26d11.png","69.4704216981089"
"449","s01d10.png","s26d2.png","91.0187565743141"
"450","s01d10.png","s26d3.png","46.745775300876"
"451","s01d10.png","s26d4.png","39.3466538632694"
"452","s01d10.png","s26d5.png","84.0323431882828"
"453","s01d10.png","s26d6.png","68.3747151060903"
"454","s01d10.png","s26d7.png","68.3624980161084"
"455","s01d10.png","s26d8.png","60.4122293888489"
"456","s01d10.png","s26d9.png","66.7988531840161"
"457","s01d2.png","s01d3.png","32.179069457087"
"458","s01d2.png","s01d4.png","21.0098633267611"
"459","s01d2.png","s01d5.png","41.2300969281904"
"460","s01d2.png","s01d6.png","44.8541590565697"
"461","s01d2.png","s01d7.png","28.9792677552367"
"462","s01d2.png","s01d8.png","15.2083379785195"
"463","s01d2.png","s01d9.png","35.7690844881841"
"464","s01d2.png","s02d1.png","24.7605072608527"
"465","s01d2.png","s02d11.png","36.467582189285"
"466","s01d2.png","s02d2.png","37.7102218979293"
"467","s01d2.png","s02d3.png","27.6911311421738"
"468","s01d2.png","s02d4.png","22.2546632841407"
"469","s01d2.png","s02d5.png","22.949956046103"
"470","s01d2.png","s02d6.png","32.8158515842284"
"471","s01d2.png","s02d7.png","73.156861510222"
"472","s01d2.png","s02d8.png","25.7750212524648"
"473","s01d2.png","s02d9.png","27.2144586933949"
"474","s01d2.png","s03d1.png","30.3299548538992"
"475","s01d2.png","s03d2.png","25.0358299232894"
"476","s01d2.png","s03d3.png","19.0760600697537"
"477","s01d2.png","s03d4.png","39.8225577651497"
"478","s01d2.png","s03d5.png","31.1087168673886"
"479","s01d2.png","s03d6.png","40.9059221148758"
"480","s01d2.png","s03d7.png","29.1039796362583"
"481","s01d2.png","s03d8.png","14.8347221904779"
"482","s01d2.png","s04d1.png","24.4264465534151"
"483","s01d2.png","s04d10.png","34.7949393726201"
"484","s01d2.png","s04d2.png","42.8765640658281"
"485","s01d2.png","s04d3.png","26.8317216820629"
"486","s01d2.png","s04d4.png","32.3817984240418"
"487","s01d2.png","s04d5.png","44.1970492021351"
"488","s01d2.png","s04d6.png","56.2161703648229"
"489","s01d2.png","s04d7.png","31.1264529748813"
"490","s01d2.png","s04d8.png","27.8237790376107"
"491","s01d2.png","s04d9.png","31.9808163504818"
"492","s01d2.png","s05d1.png","25.6985500757109"
"493","s01d2.png","s05d10.png","31.8403110249595"
"494","s01d2.png","s05d2.png","30.991089677332"
"495","s01d2.png","s05d3.png","30.5311531192999"
"496","s01d2.png","s05d4.png","28.0459894703843"
"497","s01d2.png","s05d5.png","35.7618041003187"
"498","s01d2.png","s05d6.png","28.0170431595078"
"499","s01d2.png","s05d7.png","38.9053162746545"
"500","s01d2.png","s05d8.png","36.8338564454597"
"501","s01d2.png","s05d9.png","30.6761617897596"
"502","s01d2.png","s06d1.png","52.1704884168147"
"503","s01d2.png","s06d10.png","39.5181830524952"
"504","s01d2.png","s06d2.png","55.67196842661"
"505","s01d2.png","s06d3.png","61.2367904910659"
"506","s01d2.png","s06d4.png","37.2110982425359"
"507","s01d2.png","s06d5.png","57.0573790818295"
"508","s01d2.png","s06d6.png","35.3961213428423"
"509","s01d2.png","s06d7.png","38.9685460813876"
"510","s01d2.png","s06d8.png","44.9658903530469"
"511","s01d2.png","s06d9.png","54.376831983009"
"512","s01d2.png","s07d11.png","41.1847759646429"
"513","s01d2.png","s07d2.png","42.399827043614"
"514","s01d2.png","s07d20.png","30.4508098710982"
"515","s01d2.png","s07d21.png","57.9285112766892"
"516","s01d2.png","s07d3.png","20.6387903143237"
"517","s01d2.png","s07d4.png","58.9047301875167"
"518","s01d2.png","s07d5.png","32.8438508811015"
"519","s01d2.png","s08d1.png","65.5503148086824"
"520","s01d2.png","s08d2.png","30.0727120186111"
"521","s01d2.png","s08d3.png","34.0068717604857"
"522","s01d2.png","s08d4.png","20.0250073208843"
"523","s01d2.png","s08d5.png","44.0919702053159"
"524","s01d2.png","s08d6.png","35.7537003091766"
"525","s01d2.png","s08d7.png","38.91195909698"
"526","s01d2.png","s08d8.png","43.1783459336468"
"527","s01d2.png","s08d9.png","39.1428684070185"
"528","s01d2.png","s09d1.png","62.6275842876553"
"529","s01d2.png","s09d10.png","41.2255283582952"
"530","s01d2.png","s09d11.png","15.5784642167851"
"531","s01d2.png","s09d2.png","44.015243845117"
"532","s01d2.png","s09d3.png","58.1389343024746"
"533","s01d2.png","s09d4.png","44.5741869675908"
"534","s01d2.png","s09d5.png","23.7469911264791"
"535","s01d2.png","s09d6.png","68.5780949385024"
"536","s01d2.png","s09d7.png","41.9934089319717"
"537","s01d2.png","s09d8.png","48.0593020223699"
"538","s01d2.png","s09d9.png","25.1721627033214"
"539","s01d2.png","s10d1.png","32.7774749367835"
